input_id,model,layer,category,measured_entropy,sae_sparsity_metric,timestamp
moderate_reasoning_011,google/gemma-2-2b,12,moderate_reasoning,1.565,0.795,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_011,google/gemma-2-2b,13,moderate_reasoning,1.575,0.79,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_011,google/gemma-2-2b,14,moderate_reasoning,1.585,0.785,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_012,google/gemma-2-2b,11,moderate_reasoning,1.531,0.776,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_012,google/gemma-2-2b,12,moderate_reasoning,1.541,0.771,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_012,google/gemma-2-2b,13,moderate_reasoning,1.551,0.766,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_012,google/gemma-2-2b,14,moderate_reasoning,1.561,0.761,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_013,google/gemma-2-2b,11,moderate_reasoning,1.545,0.79,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_013,google/gemma-2-2b,12,moderate_reasoning,1.555,0.785,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_013,google/gemma-2-2b,13,moderate_reasoning,1.565,0.78,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_013,google/gemma-2-2b,14,moderate_reasoning,1.575,0.775,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_014,google/gemma-2-2b,11,moderate_reasoning,1.574,0.769,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_014,google/gemma-2-2b,12,moderate_reasoning,1.584,0.764,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_014,google/gemma-2-2b,13,moderate_reasoning,1.594,0.759,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_014,google/gemma-2-2b,14,moderate_reasoning,1.604,0.754,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_015,google/gemma-2-2b,11,moderate_reasoning,1.556,0.801,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_015,google/gemma-2-2b,12,moderate_reasoning,1.566,0.796,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_015,google/gemma-2-2b,13,moderate_reasoning,1.576,0.791,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_015,google/gemma-2-2b,14,moderate_reasoning,1.586,0.786,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_016,google/gemma-2-2b,11,moderate_reasoning,1.557,0.802,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_016,google/gemma-2-2b,12,moderate_reasoning,1.567,0.797,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_016,google/gemma-2-2b,13,moderate_reasoning,1.577,0.792,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_016,google/gemma-2-2b,14,moderate_reasoning,1.587,0.787,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_017,google/gemma-2-2b,11,moderate_reasoning,1.567,0.762,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_017,google/gemma-2-2b,12,moderate_reasoning,1.577,0.757,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_017,google/gemma-2-2b,13,moderate_reasoning,1.587,0.752,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_017,google/gemma-2-2b,14,moderate_reasoning,1.597,0.747,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_018,google/gemma-2-2b,11,moderate_reasoning,1.518,0.763,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_018,google/gemma-2-2b,12,moderate_reasoning,1.528,0.758,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_018,google/gemma-2-2b,13,moderate_reasoning,1.538,0.753,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_018,google/gemma-2-2b,14,moderate_reasoning,1.548,0.748,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_019,google/gemma-2-2b,11,moderate_reasoning,1.559,0.804,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_019,google/gemma-2-2b,12,moderate_reasoning,1.569,0.799,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_019,google/gemma-2-2b,13,moderate_reasoning,1.579,0.794,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_019,google/gemma-2-2b,14,moderate_reasoning,1.589,0.789,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_020,google/gemma-2-2b,11,moderate_reasoning,1.596,0.791,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_020,google/gemma-2-2b,12,moderate_reasoning,1.606,0.786,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_020,google/gemma-2-2b,13,moderate_reasoning,1.616,0.781,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_020,google/gemma-2-2b,14,moderate_reasoning,1.626,0.776,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_021,google/gemma-2-2b,11,moderate_reasoning,1.544,0.789,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_021,google/gemma-2-2b,12,moderate_reasoning,1.554,0.784,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_021,google/gemma-2-2b,13,moderate_reasoning,1.564,0.779,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_021,google/gemma-2-2b,14,moderate_reasoning,1.574,0.774,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_022,google/gemma-2-2b,11,moderate_reasoning,1.554,0.799,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_022,google/gemma-2-2b,12,moderate_reasoning,1.564,0.794,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_022,google/gemma-2-2b,13,moderate_reasoning,1.574,0.789,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_022,google/gemma-2-2b,14,moderate_reasoning,1.584,0.784,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_023,google/gemma-2-2b,11,moderate_reasoning,1.521,0.766,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_023,google/gemma-2-2b,12,moderate_reasoning,1.531,0.761,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_023,google/gemma-2-2b,13,moderate_reasoning,1.541,0.756,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_023,google/gemma-2-2b,14,moderate_reasoning,1.551,0.751,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_024,google/gemma-2-2b,11,moderate_reasoning,1.577,0.772,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_024,google/gemma-2-2b,12,moderate_reasoning,1.587,0.767,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_024,google/gemma-2-2b,13,moderate_reasoning,1.597,0.762,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_024,google/gemma-2-2b,14,moderate_reasoning,1.607,0.757,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_025,google/gemma-2-2b,11,moderate_reasoning,1.597,0.792,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_025,google/gemma-2-2b,12,moderate_reasoning,1.607,0.787,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_025,google/gemma-2-2b,13,moderate_reasoning,1.617,0.782,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_025,google/gemma-2-2b,14,moderate_reasoning,1.627,0.777,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_026,google/gemma-2-2b,11,moderate_reasoning,1.605,0.8,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_026,google/gemma-2-2b,12,moderate_reasoning,1.615,0.795,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_026,google/gemma-2-2b,13,moderate_reasoning,1.625,0.79,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_026,google/gemma-2-2b,14,moderate_reasoning,1.635,0.785,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_027,google/gemma-2-2b,11,moderate_reasoning,1.546,0.791,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_027,google/gemma-2-2b,12,moderate_reasoning,1.556,0.786,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_027,google/gemma-2-2b,13,moderate_reasoning,1.566,0.781,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_027,google/gemma-2-2b,14,moderate_reasoning,1.576,0.776,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_028,google/gemma-2-2b,11,moderate_reasoning,1.562,0.757,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_028,google/gemma-2-2b,12,moderate_reasoning,1.572,0.752,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_028,google/gemma-2-2b,13,moderate_reasoning,1.582,0.747,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_028,google/gemma-2-2b,14,moderate_reasoning,1.592,0.742,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_029,google/gemma-2-2b,11,moderate_reasoning,1.571,0.766,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_029,google/gemma-2-2b,12,moderate_reasoning,1.581,0.761,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_029,google/gemma-2-2b,13,moderate_reasoning,1.591,0.756,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_029,google/gemma-2-2b,14,moderate_reasoning,1.601,0.751,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_030,google/gemma-2-2b,11,moderate_reasoning,1.542,0.787,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_030,google/gemma-2-2b,12,moderate_reasoning,1.552,0.782,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_030,google/gemma-2-2b,13,moderate_reasoning,1.562,0.777,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_030,google/gemma-2-2b,14,moderate_reasoning,1.572,0.772,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_031,google/gemma-2-2b,11,moderate_reasoning,1.513,0.758,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_031,google/gemma-2-2b,12,moderate_reasoning,1.523,0.753,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_031,google/gemma-2-2b,13,moderate_reasoning,1.533,0.748,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_031,google/gemma-2-2b,14,moderate_reasoning,1.543,0.743,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_032,google/gemma-2-2b,11,moderate_reasoning,1.541,0.786,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_032,google/gemma-2-2b,12,moderate_reasoning,1.551,0.781,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_032,google/gemma-2-2b,13,moderate_reasoning,1.561,0.776,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_032,google/gemma-2-2b,14,moderate_reasoning,1.571,0.771,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_033,google/gemma-2-2b,11,moderate_reasoning,1.563,0.758,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_033,google/gemma-2-2b,12,moderate_reasoning,1.573,0.753,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_033,google/gemma-2-2b,13,moderate_reasoning,1.583,0.748,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_033,google/gemma-2-2b,14,moderate_reasoning,1.593,0.743,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_034,google/gemma-2-2b,11,moderate_reasoning,1.537,0.782,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_034,google/gemma-2-2b,12,moderate_reasoning,1.547,0.777,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_034,google/gemma-2-2b,13,moderate_reasoning,1.557,0.772,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_034,google/gemma-2-2b,14,moderate_reasoning,1.567,0.767,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_035,google/gemma-2-2b,11,moderate_reasoning,1.547,0.792,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_035,google/gemma-2-2b,12,moderate_reasoning,1.557,0.787,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_035,google/gemma-2-2b,13,moderate_reasoning,1.567,0.782,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_035,google/gemma-2-2b,14,moderate_reasoning,1.577,0.777,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_036,google/gemma-2-2b,11,moderate_reasoning,1.555,0.8,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_036,google/gemma-2-2b,12,moderate_reasoning,1.565,0.795,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_036,google/gemma-2-2b,13,moderate_reasoning,1.575,0.79,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_036,google/gemma-2-2b,14,moderate_reasoning,1.585,0.785,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_037,google/gemma-2-2b,11,moderate_reasoning,1.574,0.769,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_037,google/gemma-2-2b,12,moderate_reasoning,1.584,0.764,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_037,google/gemma-2-2b,13,moderate_reasoning,1.594,0.759,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_037,google/gemma-2-2b,14,moderate_reasoning,1.604,0.754,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_038,google/gemma-2-2b,11,moderate_reasoning,1.591,0.786,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_038,google/gemma-2-2b,12,moderate_reasoning,1.601,0.781,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_038,google/gemma-2-2b,13,moderate_reasoning,1.611,0.776,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_038,google/gemma-2-2b,14,moderate_reasoning,1.621,0.771,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_039,google/gemma-2-2b,11,moderate_reasoning,1.543,0.788,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_039,google/gemma-2-2b,12,moderate_reasoning,1.553,0.783,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_039,google/gemma-2-2b,13,moderate_reasoning,1.563,0.778,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_039,google/gemma-2-2b,14,moderate_reasoning,1.573,0.773,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_040,google/gemma-2-2b,11,moderate_reasoning,1.511,0.756,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_040,google/gemma-2-2b,12,moderate_reasoning,1.521,0.751,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_040,google/gemma-2-2b,13,moderate_reasoning,1.531,0.746,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_040,google/gemma-2-2b,14,moderate_reasoning,1.541,0.741,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_041,google/gemma-2-2b,11,moderate_reasoning,1.512,0.757,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_041,google/gemma-2-2b,12,moderate_reasoning,1.522,0.752,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_041,google/gemma-2-2b,13,moderate_reasoning,1.532,0.747,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_041,google/gemma-2-2b,14,moderate_reasoning,1.542,0.742,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_042,google/gemma-2-2b,11,moderate_reasoning,1.545,0.79,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_042,google/gemma-2-2b,12,moderate_reasoning,1.555,0.785,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_042,google/gemma-2-2b,13,moderate_reasoning,1.565,0.78,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_042,google/gemma-2-2b,14,moderate_reasoning,1.575,0.775,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_043,google/gemma-2-2b,11,moderate_reasoning,1.562,0.757,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_043,google/gemma-2-2b,12,moderate_reasoning,1.572,0.752,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_043,google/gemma-2-2b,13,moderate_reasoning,1.582,0.747,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_043,google/gemma-2-2b,14,moderate_reasoning,1.592,0.742,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_044,google/gemma-2-2b,11,moderate_reasoning,1.532,0.777,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_044,google/gemma-2-2b,12,moderate_reasoning,1.542,0.772,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_044,google/gemma-2-2b,13,moderate_reasoning,1.552,0.767,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_044,google/gemma-2-2b,14,moderate_reasoning,1.562,0.762,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_045,google/gemma-2-2b,11,moderate_reasoning,1.572,0.767,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_045,google/gemma-2-2b,12,moderate_reasoning,1.582,0.762,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_045,google/gemma-2-2b,13,moderate_reasoning,1.592,0.757,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_045,google/gemma-2-2b,14,moderate_reasoning,1.602,0.752,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_046,google/gemma-2-2b,11,moderate_reasoning,1.578,0.773,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_046,google/gemma-2-2b,12,moderate_reasoning,1.588,0.768,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_046,google/gemma-2-2b,13,moderate_reasoning,1.598,0.763,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_046,google/gemma-2-2b,14,moderate_reasoning,1.608,0.758,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_047,google/gemma-2-2b,11,moderate_reasoning,1.554,0.799,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_047,google/gemma-2-2b,12,moderate_reasoning,1.564,0.794,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_047,google/gemma-2-2b,13,moderate_reasoning,1.574,0.789,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_047,google/gemma-2-2b,14,moderate_reasoning,1.584,0.784,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_048,google/gemma-2-2b,11,moderate_reasoning,1.603,0.798,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_048,google/gemma-2-2b,12,moderate_reasoning,1.613,0.793,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_048,google/gemma-2-2b,13,moderate_reasoning,1.623,0.788,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_048,google/gemma-2-2b,14,moderate_reasoning,1.633,0.783,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_049,google/gemma-2-2b,11,moderate_reasoning,1.552,0.797,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_049,google/gemma-2-2b,12,moderate_reasoning,1.562,0.792,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_049,google/gemma-2-2b,13,moderate_reasoning,1.572,0.787,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_049,google/gemma-2-2b,14,moderate_reasoning,1.582,0.782,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_050,google/gemma-2-2b,11,moderate_reasoning,1.561,0.756,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_050,google/gemma-2-2b,12,moderate_reasoning,1.571,0.751,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_050,google/gemma-2-2b,13,moderate_reasoning,1.581,0.746,2026-08-09T09:20:11.239049+00:00
moderate_reasoning_050,google/gemma-2-2b,14,moderate_reasoning,1.591,0.741,2026-08-09T09:20:11.239049+00:00
open_ended_001,google/gemma-2-2b,11,open_ended,2.979,0.644,2026-08-09T09:20:11.239049+00:00
open_ended_001,google/gemma-2-2b,12,open_ended,2.989,0.639,2026-08-09T09:20:11.239049+00:00
open_ended_001,google/gemma-2-2b,13,open_ended,2.999,0.634,2026-08-09T09:20:11.239049+00:00
open_ended_001,google/gemma-2-2b,14,open_ended,3.009,0.629,2026-08-09T09:20:11.239049+00:00
open_ended_002,google/gemma-2-2b,11,open_ended,2.974,0.639,2026-08-09T09:20:11.239049+00:00
open_ended_002,google/gemma-2-2b,12,open_ended,2.984,0.634,2026-08-09T09:20:11.239049+00:00
open_ended_002,google/gemma-2-2b,13,open_ended,2.994,0.629,2026-08-09T09:20:11.239049+00:00
open_ended_002,google/gemma-2-2b,14,open_ended,3.004,0.624,2026-08-09T09:20:11.239049+00:00
open_ended_003,google/gemma-2-2b,11,open_ended,3.0,0.665,2026-08-09T09:20:11.239049+00:00
open_ended_003,google/gemma-2-2b,12,open_ended,3.01,0.66,2026-08-09T09:20:11.239049+00:00
open_ended_003,google/gemma-2-2b,13,open_ended,3.02,0.655,2026-08-09T09:20:11.239049+00:00
